id,rainfall
2360,1.0
2361,1.0
2362,1.0
2363,0.0
2364,1.0
2365,1.0
2366,1.0
2367,1.0
2368,1.0
2369,1.0
2370,1.0
2371,1.0
2372,0.0
2373,1.0
2374,1.0
2375,0.0
2376,0.0
2377,1.0
2378,1.0
2379,1.0
2380,1.0
2381,1.0
2382,1.0
2383,0.0
2384,1.0
2385,0.0
2386,0.0
2387,1.0
2388,1.0
2389,0.0
2390,0.0
2391,1.0
2392,0.0
2393,1.0
2394,1.0
2395,0.0
2396,1.0
2397,1.0
2398,0.0
2399,1.0
2400,1.0
2401,1.0
2402,1.0
2403,1.0
2404,1.0
2405,1.0
2406,1.0
2407,1.0
2408,0.0
2409,1.0
2410,0.0
2411,1.0
2412,1.0
2413,1.0
2414,1.0
2415,0.0
2416,1.0
2417,1.0
2418,1.0
2419,1.0
2420,0.0
2421,0.0
2422,1.0
2423,1.0
2424,1.0
2425,0.0
2426,0.0
2427,0.0
2428,1.0
2429,0.0
2430,1.0
2431,1.0
2432,1.0
2433,0.0
2434,1.0
2435,1.0
2436,1.0
2437,1.0
2438,1.0
2439,1.0
2440,0.0
2441,1.0
2442,1.0
2443,0.0
2444,1.0
2445,1.0
2446,1.0
2447,1.0
2448,1.0
2449,0.0
2450,1.0
2451,1.0
2452,1.0
2453,1.0
2454,1.0
2455,0.0
2456,0.0
2457,1.0
2458,1.0
2459,1.0
2460,0.0
2461,1.0
2462,1.0
2463,0.0
2464,1.0
2465,1.0
2466,0.0
2467,0.0
2468,0.0
2469,1.0
2470,0.0
2471,0.0
2472,1.0
2473,0.0
2474,0.0
2475,0.0
2476,1.0
2477,1.0
2478,1.0
2479,0.0
2480,1.0
2481,1.0
2482,1.0
2483,1.0
2484,1.0
2485,1.0
2486,1.0
2487,1.0
2488,1.0
2489,1.0
2490,1.0
2491,0.0
2492,1.0
2493,1.0
2494,1.0
2495,1.0
2496,1.0
2497,0.0
2498,1.0
2499,0.0
2500,1.0
2501,1.0
2502,0.0
2503,1.0
2504,1.0
2505,1.0
2506,1.0
2507,1.0
2508,1.0
2509,0.0
2510,1.0
2511,1.0
2512,1.0
2513,1.0
2514,1.0
2515,1.0
2516,1.0
2517,1.0
2518,1.0
2519,1.0
2520,1.0
2521,1.0
2522,1.0
2523,1.0
2524,0.0
2525,1.0
2526,0.0
2527,1.0
2528,1.0
2529,1.0
2530,1.0
2531,1.0
2532,1.0
2533,1.0
2534,1.0
2535,0.0
2536,1.0
2537,1.0
2538,1.0
2539,1.0
2540,1.0
2541,1.0
2542,1.0
2543,1.0
2544,1.0
2545,1.0
2546,1.0
2547,1.0
2548,1.0
2549,1.0
2550,0.0
2551,1.0
2552,1.0
2553,1.0
2554,1.0
2555,1.0
2556,1.0
2557,1.0
2558,1.0
2559,1.0
2560,1.0
2561,1.0
2562,1.0
2563,1.0
2564,1.0
2565,1.0
2566,1.0
2567,1.0
2568,1.0
2569,1.0
2570,0.0
2571,0.0
2572,1.0
2573,0.0
2574,0.0
2575,1.0
2576,1.0
2577,1.0
2578,0.0
2579,1.0
2580,1.0
2581,0.0
2582,1.0
2583,1.0
2584,1.0
2585,1.0
2586,1.0
2587,0.0
2588,1.0
2589,0.0
2590,1.0
2591,1.0
2592,1.0
2593,1.0
2594,1.0
2595,1.0
2596,1.0
2597,0.0
2598,1.0
2599,0.0
2600,1.0
2601,1.0
2602,1.0
2603,0.0
2604,1.0
2605,1.0
2606,1.0
2607,1.0
2608,1.0
2609,1.0
2610,1.0
2611,0.0
2612,1.0
2613,0.0
2614,1.0
2615,1.0
2616,1.0
2617,1.0
2618,1.0
2619,1.0
2620,1.0
2621,1.0
2622,1.0
2623,1.0
2624,1.0
2625,1.0
2626,0.0
2627,0.0
2628,1.0
2629,1.0
2630,1.0
2631,1.0
2632,1.0
2633,1.0
2634,0.0
2635,1.0
2636,1.0
2637,1.0
2638,1.0
2639,1.0
2640,1.0
2641,1.0
2642,1.0
2643,1.0
2644,1.0
2645,1.0
2646,1.0
2647,1.0
2648,1.0
2649,1.0
2650,1.0
2651,1.0
2652,1.0
2653,1.0
2654,1.0
2655,1.0
2656,1.0
2657,1.0
2658,1.0
2659,1.0
2660,1.0
2661,1.0
2662,1.0
2663,1.0
2664,1.0
2665,1.0
2666,1.0
2667,1.0
2668,1.0
2669,1.0
2670,1.0
2671,1.0
2672,1.0
2673,1.0
2674,1.0
2675,1.0
2676,1.0
2677,1.0
2678,1.0
2679,1.0
2680,1.0
2681,1.0
2682,1.0
2683,1.0
2684,1.0
2685,1.0
2686,1.0
2687,1.0
2688,1.0
2689,1.0
2690,1.0
2691,1.0
2692,1.0
2693,1.0
2694,1.0
2695,1.0
2696,1.0
2697,1.0
2698,0.0
2699,0.0
2700,0.0
2701,1.0
2702,1.0
2703,1.0
2704,0.0
2705,0.0
2706,1.0
2707,1.0
2708,1.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,1.0
2714,1.0
2715,1.0
2716,0.0
2717,1.0
2718,0.0
2719,1.0
2720,0.0
2721,1.0
2722,1.0
2723,1.0
2724,0.0
2725,1.0
2726,0.0
2727,0.0
2728,1.0
2729,1.0
2730,0.0
2731,1.0
2732,1.0
2733,1.0
2734,1.0
2735,1.0
2736,1.0
2737,0.0
2738,1.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,1.0
2744,1.0
2745,0.0
2746,0.0
2747,0.0
2748,1.0
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,1.0
2756,0.0
2757,0.0
2758,1.0
2759,0.0
2760,1.0
2761,0.0
2762,1.0
2763,0.0
2764,0.0
2765,1.0
2766,1.0
2767,0.0
2768,0.0
2769,1.0
2770,1.0
2771,1.0
2772,1.0
2773,0.0
2774,0.0
2775,1.0
2776,0.0
2777,1.0
2778,1.0
2779,1.0
2780,1.0
2781,1.0
2782,1.0
2783,0.0
2784,1.0
2785,1.0
2786,1.0
2787,1.0
2788,1.0
2789,1.0
2790,1.0
2791,1.0
2792,1.0
2793,1.0
2794,0.0
2795,0.0
2796,0.0
2797,1.0
2798,0.0
2799,1.0
2800,1.0
2801,0.0
2802,1.0
2803,1.0
2804,1.0
2805,1.0
2806,0.0
2807,0.0
2808,1.0
2809,1.0
2810,0.0
2811,1.0
2812,1.0
2813,1.0
2814,1.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,1.0
2820,0.0
2821,1.0
2822,0.0
2823,1.0
2824,1.0
2825,1.0
2826,0.0
2827,1.0
2828,0.0
2829,1.0
2830,0.0
2831,1.0
2832,1.0
2833,0.0
2834,0.0
2835,1.0
2836,0.0
2837,1.0
2838,1.0
2839,1.0
2840,0.0
2841,0.0
2842,1.0
2843,1.0
2844,0.0
2845,1.0
2846,1.0
2847,1.0
2848,1.0
2849,1.0
2850,1.0
2851,1.0
2852,1.0
2853,1.0
2854,1.0
2855,1.0
2856,1.0
2857,1.0
2858,1.0
2859,1.0
2860,1.0
2861,1.0
2862,1.0
2863,1.0
2864,1.0
2865,1.0
2866,1.0
2867,1.0
2868,1.0
2869,0.0
2870,0.0
2871,1.0
2872,1.0
2873,1.0
2874,1.0
2875,1.0
2876,0.0
2877,1.0
2878,1.0
2879,1.0
2880,1.0
2881,1.0
2882,1.0
2883,1.0
2884,0.0
2885,1.0
2886,1.0
2887,1.0
2888,1.0
2889,0.0
2890,1.0
2891,1.0
2892,1.0
2893,0.0
2894,0.0
2895,1.0
2896,1.0
2897,0.0
2898,0.0
2899,1.0
2900,0.0
2901,1.0
2902,0.0
2903,1.0
2904,1.0
2905,1.0
2906,1.0
2907,1.0
2908,1.0
2909,1.0
2910,1.0
2911,1.0
2912,1.0
2913,1.0
2914,1.0
2915,1.0
2916,1.0
2917,1.0
2918,1.0
2919,1.0
